rate_type,item_code,description,specification,unit,material_rate_usd,labor_rate_usd,expense_rate_usd,total_rate_usd,source_price_candidates,source_pages,source_note,material_formula,labor_formula,expense_formula,total_formula,source_sheet,source_row,source_file,source_sha256
직접자원단가,44582B4C1E7E6D4C121EAEBA6DD78C37C9DA8,미장공,일반공사 직종,인,0.0,80.41347033992447,0.0,80.41347033992447,,,,,=AQ233/$AD$3*$AE$3*$AD$4,,=O233+P233+V233,단가대비표,233,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,44582B4C1E7E6D4C121EAEBA6DD78C37C9DA6,도장공,일반공사 직종,인,0.0,75.5875227727172,0.0,75.5875227727172,,,,,=AQ234/$AD$3*$AE$3*$AD$4,,=O234+P234+V234,단가대비표,234,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,44582B4C1E7E6D4C121EAEBA6DD78C37C9C89,내장공,일반공사 직종,인,0.0,73.40588461823299,0.0,73.40588461823299,,,,,=AQ235/$AD$3*$AE$3*$AD$4,,=O235+P235+V235,단가대비표,235,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,44582B4C1E7E6D4C121EAEBA6DD78C37C9C8A,석공,일반공사 직종,인,0.0,78.04676368214471,0.0,78.04676368214471,,,,,=AQ236/$AD$3*$AE$3*$AD$4,,=O236+P236+V236,단가대비표,236,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,44582B4C1E7E6D4C121EAEBA6DD78C37C9C8F,지붕잇기공,일반공사 직종,인,0.0,67.0183085240317,0.0,67.0183085240317,,,,,=AQ237/$AD$3*$AE$3*$AD$4,,=O237+P237+V237,단가대비표,237,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,44582B4C1E7E6D4C121EAEBA6DD78C37C9C80,배관공,일반공사 직종,인,0.0,69.16920239946678,0.0,69.16920239946678,,,,,=AQ238/$AD$3*$AE$3*$AD$4,,=O238+P238+V238,단가대비표,238,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,44582B4C1E7E6D4C121EAEBA6DD78C37C9BEA,건설기계운전사,일반공사 직종,인,0.0,73.33264089461602,0.0,73.33264089461602,,,,,=AQ239/$AD$3*$AE$3*$AD$4,,=O239+P239+V239,단가대비표,239,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,44582B4C1E7E6D4C121EAEBA6DD78C37C9ADB,일반기계운전사,일반공사 직종,인,0.0,48.57053543656966,0.0,48.57053543656966,,,,,=AQ240/$AD$3*$AE$3*$AD$4,,=O240+P240+V240,단가대비표,240,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,44582B4C1E7E6D4C121EE46D9A9B060ACF592,코킹공,기타 직종,인,0.0,60.46465304006518,0.0,60.46465304006518,,,,,=AQ241/$AD$3*$AE$3*$AD$4,,=O241+P241+V241,단가대비표,241,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB35052E,"[현지기준단가]100mm thick brick, Interior wall",,M2,6.0,4.0,0.21,10.21,6,,※$$$$$$$$$,"=SMALL(E242:M242,COUNTIF(E242:M242,0)+1)",4,"=SMALL(Q242:U242,COUNTIF(Q242:U242,0)+1)",=O242+P242+V242,단가대비표,242,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350521,"[현지기준단가]200mm thick brick, Interior wall",,M2,7.0,4.0,0.21,11.21,7,,※$$$$$$$$$,"=SMALL(E243:M243,COUNTIF(E243:M243,0)+1)",4,"=SMALL(Q243:U243,COUNTIF(Q243:U243,0)+1)",=O243+P243+V243,단가대비표,243,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350520,"[현지기준단가]Concrete Lintel, 200mm thick",,M,4.0,5.0,0.0,9.0,4,,※$$$$$$$$$,"=SMALL(E244:M244,COUNTIF(E244:M244,0)+1)",5,,=O244+P244+V244,단가대비표,244,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350402,[현지기준단가]Basin counter/toilet W:600,,M,69.0,0.0,0.0,69.0,69,,※$$$$$$$$$,"=SMALL(E245:M245,COUNTIF(E245:M245,0)+1)",,,=O245+P245+V245,단가대비표,245,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350401,"[현지기준단가]Supply & Fixing of Limestone Capping 65*30mm, Mortar 15mm",,M,3.0,2.09,0.03,5.12,3,,※$$$$$$$$$,"=SMALL(E246:M246,COUNTIF(E246:M246,0)+1)",2.09,"=SMALL(Q246:U246,COUNTIF(Q246:U246,0)+1)",=O246+P246+V246,단가대비표,246,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350406,"[현지기준단가]Tile Bottom Mortar /Floor, Mortar 25mm",FLOOR,M2,1.65,3.0,0.0,4.65,1.65,,※$$$$$$$$$,"=SMALL(E247:M247,COUNTIF(E247:M247,0)+1)",3,,=O247+P247+V247,단가대비표,247,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350407,"[현지기준단가]Tile Bottom Mortar /Floor, Mortar 41mm",FLOOR,M2,2.71,3.0,0.0,5.71,2.71,,※$$$$$$$$$,"=SMALL(E248:M248,COUNTIF(E248:M248,0)+1)",3,,=O248+P248+V248,단가대비표,248,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350404,"[현지기준단가]Tile Bottom Mortar /Floor, Mortar 51mm",FLOOR,M2,3.37,3.0,0.0,6.37,3.37,,※$$$$$$$$$,"=SMALL(E249:M249,COUNTIF(E249:M249,0)+1)",3,,=O249+P249+V249,단가대비표,249,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350405,"[현지기준단가]Tile Bottom Mortar /WALL, Mortar 23mm",WALL,M2,1.52,3.0,0.0,4.52,1.52,,※$$$$$$$$$,"=SMALL(E250:M250,COUNTIF(E250:M250,0)+1)",3,,=O250+P250+V250,단가대비표,250,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB35040A,"[현지기준단가]THK197 ACCESS FLOOR, THK3 CONDUCTIVE TILE",,M2,110.0,20.0,0.0,130.0,110,,※$$$$$$$$$,"=SMALL(E251:M251,COUNTIF(E251:M251,0)+1)",20,,=O251+P251+V251,단가대비표,251,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB35040B,[현지기준단가]Bathroom Partition,,M2,130.0,0.0,0.0,130.0,130,,※$$$$$$$$$,"=SMALL(E252:M252,COUNTIF(E252:M252,0)+1)",,,=O252+P252+V252,단가대비표,252,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507D6,"[현지기준단가]Thk 2mm,Vinyl Sheet (A / GENERAL), W/Plastering 58mm thick on concrete floors",,M2,15.0,2.04,0.0,17.04,15,,※$$$$$$$$$,"=SMALL(E253:M253,COUNTIF(E253:M253,0)+1)",2.04,,=O253+P253+V253,단가대비표,253,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507D7,"[현지기준단가]Thk 2mm,Vinyl Sheet (B / HEAVY DUTY), W/Plastering 58mm thick on concrete floors",,M2,16.0,2.04,0.0,18.04,16,,※$$$$$$$$$,"=SMALL(E254:M254,COUNTIF(E254:M254,0)+1)",2.04,,=O254+P254+V254,단가대비표,254,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507D4,"[현지기준단가]Thk 2mm,Vinyl Sheet (C / ANTI-BACTERIAL), W/Plastering 58mm thick on concrete floors",,M2,20.0,2.04,0.0,22.04,20,,※$$$$$$$$$,"=SMALL(E255:M255,COUNTIF(E255:M255,0)+1)",2.04,,=O255+P255+V255,단가대비표,255,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507D5,"[현지기준단가]Thk 2mm,Vinyl Sheet (B / HEAVY DUTY), W/Plastering 48mm thick on concrete floors",,M2,15.5,2.04,0.0,17.54,15.5,,※$$$$$$$$$,"=SMALL(E256:M256,COUNTIF(E256:M256,0)+1)",2.04,,=O256+P256+V256,단가대비표,256,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507D2,"[현지기준단가]Thk 2mm,Vinyl Sheet (C / ANTI-BACTERIAL), W/Plastering 48mm thick on concrete floors",,M2,20.0,2.04,0.0,22.04,20,,※$$$$$$$$$,"=SMALL(E257:M257,COUNTIF(E257:M257,0)+1)",2.04,,=O257+P257+V257,단가대비표,257,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507D3,"[현지기준단가]Thk 2mm,Vinyl Sheet (D / CONDUCTIVE), W/Plastering 48mm thick on concrete floors",,M2,20.0,2.04,0.0,22.04,20,,※$$$$$$$$$,"=SMALL(E258:M258,COUNTIF(E258:M258,0)+1)",2.04,,=O258+P258+V258,단가대비표,258,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507D0,"[현지기준단가]Thk 2mm,Vinyl Sheet (A / GENERAL), W/Plastering 48mm thick on concrete floors",,M2,14.5,2.04,0.0,16.54,14.5,,※$$$$$$$$$,"=SMALL(E259:M259,COUNTIF(E259:M259,0)+1)",2.04,,=O259+P259+V259,단가대비표,259,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507D1,"[현지기준단가]Supplying and laying of 100mm (h), 2T Vinyl Sheet skirting.",,M2,5.0,0.0,0.0,5.0,5,,※$$$$$$$$$,"=SMALL(E260:M260,COUNTIF(E260:M260,0)+1)",,,=O260+P260+V260,단가대비표,260,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507DE,[현지기준단가]Supplying and laying of 100mm (h) PVC skirting.,,M2,15.0,0.0,0.0,15.0,15,,※$$$$$$$$$,"=SMALL(E261:M261,COUNTIF(E261:M261,0)+1)",,,=O261+P261+V261,단가대비표,261,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3507DF,[현지기준단가]Supplying and laying of 100mm (h) 15T Granite skirting.,,M2,15.0,0.0,0.0,15.0,15,,※$$$$$$$$$,"=SMALL(E262:M262,COUNTIF(E262:M262,0)+1)",,,=O262+P262+V262,단가대비표,262,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3506CF,"[현지기준단가]Supplying and laying of 100mm (h) porcelain tile skirting, T3 Tile Adhesive",,M2,5.0,0.0,0.0,5.0,5,,※$$$$$$$$$,"=SMALL(E263:M263,COUNTIF(E263:M263,0)+1)",,,=O263+P263+V263,단가대비표,263,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3506CE,"[국내기준단가]DRY WALL D1(W125), General Drywall System,(ON 100*45*0.8 C-STUD @450+102*40*0.8 RUNNER)",(T12.5 General Gypsum Board) 2LAYER+(T12.5 General Gypsum Board) 2LAYER,M2,25.0,9.88,0.19,35.07,25,,※$$$$$$$$$,"=SMALL(E264:M264,COUNTIF(E264:M264,0)+1)",9.88,"=SMALL(Q264:U264,COUNTIF(Q264:U264,0)+1)",=O264+P264+V264,단가대비표,264,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3506CD,"[국내기준단가]DRY WALL D2(W125), General Drywall System,(ON 100*45*0.8 C-STUD @450+102*40*0.8 RUNNER)",(T12.5 General Gypsum Board) 2LAYER+General Wool Nature 24K 50mm+(T12.5 General Gypsum Board) 2LAYER,M2,29.0,12.45,0.19,41.64,29,,※$$$$$$$$$,"=SMALL(E265:M265,COUNTIF(E265:M265,0)+1)",12.45,"=SMALL(Q265:U265,COUNTIF(Q265:U265,0)+1)",=O265+P265+V265,단가대비표,265,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3506CC,"[국내기준단가]DRY WALL D3(W75), 1-Sided Drywall System,(ON 50*45*0.8 C-STUD @450+52*40*0.8 RUNNER)",(T12.5 General Gypsum Board) 2LAYER,M2,14.0,6.51,0.19,20.7,14,,※$$$$$$$$$,"=SMALL(E266:M266,COUNTIF(E266:M266,0)+1)",6.51,"=SMALL(Q266:U266,COUNTIF(Q266:U266,0)+1)",=O266+P266+V266,단가대비표,266,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB35014C,[현지기준단가]Caulking,Caulking,M,0.21,0.3,0.0,0.51,0.21,,※$$$$$$$$$,"=SMALL(E267:M267,COUNTIF(E267:M267,0)+1)",0.3,,=O267+P267+V267,단가대비표,267,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB35014A,[국내기준견적서]PUSH PULL HANDLE,T5955-01-024,ea,50.0,0.0,0.0,50.0,50,,※$$$$$$$$$,"=SMALL(E268:M268,COUNTIF(E268:M268,0)+1)",,,=O268+P268+V268,단가대비표,268,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB35014B,[국내기준견적서]PUSH PULL HANDLE,G5955-01-024,ea,50.0,0.0,0.0,50.0,50,,※$$$$$$$$$,"=SMALL(E269:M269,COUNTIF(E269:M269,0)+1)",,,=O269+P269+V269,단가대비표,269,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350148,[국내기준견적서]FLOOR STOP,436B,ea,1.0,0.0,0.0,1.0,1,,※$$$$$$$$$,"=SMALL(E270:M270,COUNTIF(E270:M270,0)+1)",,,=O270+P270+V270,단가대비표,270,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350149,[국내기준견적서]WALL BUMPER,436B,ea,1.0,0.0,0.0,1.0,1,,※$$$$$$$$$,"=SMALL(E271:M271,COUNTIF(E271:M271,0)+1)",,,=O271+P271+V271,단가대비표,271,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350146,[국내기준견적서]EXIT DEVICE-RIM TYPE,F8000,ea,150.0,0.0,0.0,150.0,150,,※$$$$$$$$$,"=SMALL(E272:M272,COUNTIF(E272:M272,0)+1)",,,=O272+P272+V272,단가대비표,272,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB350147,[국내기준견적서]FLOOR HINGE,HD80,ea,150.0,0.0,0.0,150.0,150,,※$$$$$$$$$,"=SMALL(E273:M273,COUNTIF(E273:M273,0)+1)",,,=O273+P273+V273,단가대비표,273,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
직접자원단가,4531284DDC776A4702EA22A0C0638FB3500A7,[국내기준견적서]LEVER SET,LH001,ea,25.0,0.0,0.0,25.0,25,,※$$$$$$$$$,"=SMALL(E274:M274,COUNTIF(E274:M274,0)+1)",,,=O274+P274+V274,단가대비표,274,data/unpacked/L2025-00085-1/붙임2. 현지입찰(신규입찰) 서류 및 계약서류(안)/IKHCC Section 4 - IKHCC BLANK BOQ 250903_최종/1 Architectural & summery/BILL No1 -Architectural Works-01. HOSPITAL(BLANK BILL).xlsx,47d79c95e2c3273f84778935276c94526e369cc1b1bc057f6b03c998f44e253f
