audit_no,dataset_id,project_no,bid_no,bid_base_no,package_id,notice_date,country_ko,stored_country_ko,title,stored_contract_type,scope_role,facility_type,work_type,notice_ceiling_usd,notice_ceiling_krw_raw,notice_ceiling_usd_raw,selected_area_m2,area_semantics,area_aggregation,area_confidence,area_source_file,area_source_locator,area_quote,area_candidates,selected_construction_cost_usd,amount_stage,amount_scope,tax_basis,contingency_note,amount_source_file,amount_source_locator,amount_quote,amount_confidence,record_cost_semantics,record_scope_status,same_scope_status,screening_unit_usd_m2,notice_ceiling_to_selected_gap_pct,realized_price_available,final_grade,compact_grade,verification_level,grade_detail,manual_note,legacy_reviewed_case,legacy_evidence_grade,legacy_cost_stage,legacy_grade_not_inherited,strict_attachment_review,unit_cost_allowed_use,direct_future_estimate_ready,sample_weight_notice,source_url,grade_system_version,audit_date,indexed_attachment_count,spreadsheet_count,boq_named_file_count,quantity_table_file_count,priced_table_file_count,scan_error_file_count,is_bid_base_representative,is_project_display_representative
107,2021-2025,2011-00008,L2023-00068-1,L2023-00068,2011-00008::L2023-00068,2023-11-21,캄보디아,캄보디아,캄보디아 앙두엉 안과전문병원 설립사업 리모델링 공사,공사,WORKS,병원,리모델링·개보수,239882.0,,"$ 239,882",3500.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2023-00068-1/입찰공고 관련서류 최종본/Section 2 - Bid Data Sheet (BDS).docx,표 5 행 8,"대상 연면적 3,500.00㎡; 상세페이지 집행한도 USD 239,882; 산출단가 USD 69/㎡.",1000:GFA;3500:GFA,239882.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,부분 보수 공사,L2023-00068-1/입찰공고 관련서류 최종본/Section 2 - Bid Data Sheet (BDS).docx,표 5 행 8,"대상 연면적 3,500.00㎡; 상세페이지 집행한도 USD 239,882; 산출단가 USD 69/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,68.53771428571429,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,C,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2023-00068&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,23,1,1,1,0,0,1,1
108,2021-2025,2022-00598,L2024-00001-1,L2024-00001,2022-00598::L2024-00001,2024-01-11,파키스탄,파키스탄,파키스탄 국립섬유대학 산업용 섬유센터 설립사업 2차사업 설계용역,용역,DESIGN_OR_SUPERVISION_SERVICE,산업·직업훈련시설,미분류,127677.0,,"$ 127,677",2551.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2024-00001-1/붙임 2. 입찰서류 (최종)/Section 2 - Bid Data Sheet (BDS).docx,표 5 행 3,"f the Site: National Textile University, Faisalabad *Scope of Service: Design Service a) Design : Two(2) Storey Building, Total Floor Area: 2,551 ㎡ (Square Meter) b) Relevant Documents -Priced BoQ , Specification, Qua",2551:GFA;2551:GFA;2551:GFA;2551:GFA;2551:AMBIGUOUS_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00001&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,14,0,0,0,0,0,1,0
109,2021-2025,2021-00018,L2023-00075-1,L2023-00075,2021-00018::L2023-00075,2024-01-22,몽골,몽골,몽골 철도교통관제센터(RTCC) 건립 시공 입찰,공사,WORKS,기타·미분류,신축,3454118.0,,"$ 3,454,118",3131.0,BUILDING_OR_CONSTRUCTION_AREA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_MEDIUM,L2023-00075-1/RTCC 시공 Terms of Reference for NIFS Construction(2023.12.14).docx,표 1 행 3,"Total Construction Area | 3,131 ㎡",3131:BUILDING_OR_CONSTRUCTION_AREA;4000:AMBIGUOUS_AREA;311.7:AMBIGUOUS_AREA;287.6:AMBIGUOUS_AREA;282.3:AMBIGUOUS_AREA,3454118.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,1103.199616735867,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2023-00075&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,3,0,0,0,0,0,1,1
110,2021-2025,2014-00016,L2024-00039-1,L2024-00039,2014-00016::L2024-00039,2024-05-12,이라크,이라크,한-이라크 직업훈련원 2차 지원사업 리노베이션 시공업체선정 현지입찰,공사,WORKS,학교·교육시설,리모델링·개보수,1811491.0,,"$ 1,811,491",8217.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2024-00039-1/붙임3. Bidding Documents_20240702/Section 2 - Bid Data Sheet_20240701.docx,표 4 행 8,"대상 연면적 8,217.00㎡; 상세페이지 집행한도 USD 1,811,491; 산출단가 USD 220/㎡.",11467.5:AMBIGUOUS_AREA;11467.5:AMBIGUOUS_AREA;11467.5:AMBIGUOUS_AREA;8217:AMBIGUOUS_AREA;8217:AMBIGUOUS_AREA;8217:AMBIGUOUS_AREA;4193:AMBIGUOUS_AREA;4193:AMBIGUOUS_AREA;4193:AMBIGUOUS_AREA;4024:AMBIGUOUS_AREA;4024:AMBIGUOUS_AREA;4024:AMBIGUOUS_AREA,1811491.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,부분 리모델링 범위,L2024-00039-1/붙임3. Bidding Documents_20240702/Section 2 - Bid Data Sheet_20240701.docx,표 4 행 8,"대상 연면적 8,217.00㎡; 상세페이지 집행한도 USD 1,811,491; 산출단가 USD 220/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,220.45649263721552,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,C,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00039&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,39,3,5,3,0,0,1,1
111,2021-2025,2020-00023,L2024-00024-1,L2024-00024,2020-00023::L2024-00024,2024-05-21,라오스,라오스,라오스 남부 3개주 농촌개발사업 남부농업기술훈련원 건축 설계 및 시공감리 용역,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,신축,65000.0,"\ 84,500,000","$ 65,000 (환율 : 1300)",700.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2024-00024-1/★Section 2 - Bid Data Sheet (BDS).pdf,페이지 9,services for educational or business building projects within the last three years as of the bidding announcement date (total floor area of 700㎡ ) - Other documents required in this bid. 2. Inquires ○ To provide th,700:GFA;700:AMBIGUOUS_AREA;700:AMBIGUOUS_AREA;140:AMBIGUOUS_AREA;96:AMBIGUOUS_AREA;64:AMBIGUOUS_AREA;36:AMBIGUOUS_AREA;32:AMBIGUOUS_AREA;718:WORK_ITEM_AREA;12:WORK_ITEM_AREA;9:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00024&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,14,0,0,0,0,0,1,0
112,2021-2025,2022-00009,L2024-00031-1,L2024-00031,2022-00009::L2024-00031,2024-05-29,네팔,네팔,네팔 박타푸르 취약지역의 빈곤층 건강수준 향상을 위한 역량강화 및 의료인프라 개선사업,공사,WORKS,기타·미분류,미분류,4653720.0,,"$ 4,653,720",5898.25,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2024-00031-1/1-2. BID DOCUMENTS-Project for Universal Health Coverage for the poor in vulnerable area in Bha.docx,표 5 행 8,"총연면적 5,898.25㎡; 상세페이지 집행한도 USD 4,653,720; 산출단가 USD 789/㎡.",5898.25:GFA;5898.25:AMBIGUOUS_AREA;4444.93:AMBIGUOUS_AREA;1545.31:AMBIGUOUS_AREA,4653720.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2024-00031-1/1-2. BID DOCUMENTS-Project for Universal Health Coverage for the poor in vulnerable area in Bha.docx,표 5 행 8,"총연면적 5,898.25㎡; 상세페이지 집행한도 USD 4,653,720; 산출단가 USD 789/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,789.0001271563599,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00031&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,9,1,4,0,0,0,1,1
113,2021-2025,2023-00030,L2024-00041-1,L2024-00041,2023-00030::L2024-00041,2024-06-18,키르기즈,키르기즈,"키르기즈공화국 가축 품종개량 및 인공수정인력 역량강화사업 연수센터 신축, 바이오센터 리모델링 설계 및 저작권감리용역",용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,리모델링·개보수,166600.0,"\ 216,580,000","$ 166,600 (환율 : 1300)",1825.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2024-00041-1/Section 2 - Bid Data Sheet (BDS)_v5_0604.docx,표 5 행 3,"of the services for the construction of the project mentioned below: - New Construction of Training Center in Chuy Oblast: Total Floor Area 1,825 M2. One(1) Admin/Training Building and One(1) Dormitory Building. The Pr",1825:GFA;1825:GFA;1825:GFA;1825:GFA;9012:SITE_AREA;9012:SITE_AREA;9012:SITE_AREA;9012:SITE_AREA;136:SITE_AREA;136:SITE_AREA;136:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00041&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,19,0,0,0,0,0,1,1
114,2021-2025,2021-00126,L2024-00035-1,L2024-00035,2021-00126::L2024-00035,2024-06-28,케냐,케냐,케냐 카지아도주 보건시스템 강화를 위한 모성 및 신생아 보건 개선사업 설계 및 감리용역,용역,DESIGN_OR_SUPERVISION_SERVICE,기타·미분류,미분류,57500.0,,"$ 57,500",,AMBIGUOUS_AREA,UNKNOWN,LOW,L2024-00035-1/Section 4 - Request for Proposal_kenya_0620.docx,표 7 행 10,SUM | 109.6 ㎡,109.6:AMBIGUOUS_AREA;109.6:AMBIGUOUS_AREA;109.6:AMBIGUOUS_AREA;92.4:AMBIGUOUS_AREA;92.4:AMBIGUOUS_AREA;92.4:AMBIGUOUS_AREA;57.6:AMBIGUOUS_AREA;57.6:AMBIGUOUS_AREA;57.6:AMBIGUOUS_AREA;17.2:WORK_ITEM_AREA;17.2:WORK_ITEM_AREA;17.2:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00035&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,18,0,0,0,0,0,1,0
115,2021-2025,2023-00067,L2024-00048-1,L2024-00048,2023-00067::L2024-00048,2024-08-30,코트디부아르,코트디부아르,코트디부아르 펠릭스우푸에부아니대학교 ICT 고등교육 역량강화 및 디지털 교육 개선사업 설계 및 감리용역,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,리모델링·개보수,220000.0,"\ 286,000,000","$ 220,000 (환율 : 1300)",,AMBIGUOUS_OR_WORK_ITEM,NOT_APPLICABLE,MANUAL_REJECTED,L2024-00048-1/Section 4 - Request for Proposal_코트디_ver.1.2_수정.docx,표 7 행 5,2·7㎡/person 공간계획 기준이며 대상 GFA가 아님,7:WORK_ITEM_AREA;7:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,2·7㎡/person 공간계획 기준이며 대상 GFA가 아님,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00048&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,20,0,0,0,0,0,1,0
116,2021-2025,2021-00111,L2024-00049-1,L2024-00049,2021-00111::L2024-00049,2024-09-09,엘살바도르,엘살바도르,엘살바도르 ITCA 공학교육역량 강화사업 시공사 선정 현지입찰,공사,WORKS,학교·교육시설,신축,965000.0,,"$ 965,000",788.12,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2024-00049-1/Bidding Document_ITCA(Construction)_Final/Section 2 Bid data sheet_ITCA Construction_(202409).docx,표 2 행 7,Gross floor area | 788.12 ㎡,788.12:GFA;639.2:SITE_AREA,965000.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,1224.4328274881998,,NO,C?,C?,V2R_HUMAN_REVIEWED_EXTRACTION,범위 일치 잠정확인; 원본 V3 확인 전 직접 사용 금지,,0,,,,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00049&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,11,0,0,0,0,0,0,0
117,2021-2025,2021-00042,L2024-00050-1,L2024-00050,2021-00042::L2024-00050,2024-09-16,우간다,우간다,우간다 농업지도자 연수원 자립적 운영체계구축 및 연수역량 강화사업 공사,공사,WORKS,농업시설,신축,3910000.0,,"$ 3,910,000",4032.0,FACILITY_OR_CAMPUS_AREA,SUM_OR_MULTI,MANUAL_CURATED,L2024-00050-1/입찰계획안(영문)_240912.docx,표 4 행 8,"동별 면적 합계 4,032.00㎡; 상세페이지 집행한도 USD 3,910,000; 산출단가 USD 970/㎡.",4600:AMBIGUOUS_AREA;4034:AMBIGUOUS_AREA;2640:AMBIGUOUS_AREA;1174:AMBIGUOUS_AREA;218:AMBIGUOUS_AREA;47000:SITE_AREA;27000:SITE_AREA,3910000.0,NOTICE_EXECUTION_CEILING,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,외부공사 포함 가능,L2024-00050-1/입찰계획안(영문)_240912.docx,표 4 행 8,"동별 면적 합계 4,032.00㎡; 상세페이지 집행한도 USD 3,910,000; 산출단가 USD 970/㎡.",MANUAL_CURATED,WORKS_CEILING,MATCH,MATCH,969.7420634920635,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,B,공사 입찰 집행한도,YES,0,초기 스크리닝만,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00050&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,18,0,0,0,0,0,1,0
118,2021-2025,2021-00111,L2024-00054-1,L2024-00054,2021-00111::L2024-00054,2024-09-23,엘살바도르,엘살바도르,엘살바도르 ITCA 공학교육역량 강화사업 감리사 선정 현지입찰,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,신축,76000.0,,"$ 76,000",788.12,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2024-00054-1/Bidding Document_ITCA (Supervision)_(202409)/Section 2 - Bid Data Sheet (BDS)_ITCA Supervision_(202409).docx,표 2 행 6,Gross Floor Area | 788.12 ㎡,788.12:GFA;750:AMBIGUOUS_AREA;639.2:SITE_AREA;750:QUALIFICATION;750:QUALIFICATION;750:QUALIFICATION,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00054&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,10,0,0,0,0,0,0,0
119,2021-2025,2023-00067,L2024-00056-1,L2024-00056,2023-00067::L2024-00056,2024-09-26,코트디부아르,코트디부아르,[긴급] 코트디부아르 펠릭스우푸에부아니대학교 ICT 고등교육 역량강화 및 디지털 교육 개선사업 설계 및 감리용역,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,리모델링·개보수,220000.0,"\ 286,000,000","$ 220,000 (환율 : 1300)",,AMBIGUOUS_OR_WORK_ITEM,NOT_APPLICABLE,MANUAL_REJECTED,L2024-00056-1/Section 4 - Request for Proposal_코트디_ver.1.2_수정.docx,표 7 행 5,2·7㎡/person 공간계획 기준이며 대상 GFA가 아님,7:WORK_ITEM_AREA;7:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,2·7㎡/person 공간계획 기준이며 대상 GFA가 아님,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00056&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,10,1,0,0,0,0,0,0
120,2021-2025,2022-00058,L2024-00055-1,L2024-00055,2022-00058::L2024-00055,2024-09-30,페루,페루,페루 쿠스코시 폐기물 통합관리 및 순환경제 구축사업 퇴비화 시범 플랜트 설계용역,용역,DESIGN_OR_SUPERVISION_SERVICE,상하수·환경시설,미분류,52000.0,,"$ 52,000",4283.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2024-00055-1/Section 2 - Bid Data Sheet (BDS)_Peru Pilot Compost Plant.docx,표 5 행 3,"․ Project Summary | Site area: 8,200 ㎡ , gross floor area: 4,283 ㎡ T o build Pilot Composting Plant in Cusco to minimize landfill waste ",4283:GFA;4265:BUILDING_OR_CONSTRUCTION_AREA;29000:AMBIGUOUS_AREA;8200:AMBIGUOUS_AREA;29000:SITE_AREA;8200:SITE_AREA;8200:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00055&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,7,0,0,0,0,0,1,0
121,2021-2025,2022-00064,L2024-00072-1,L2024-00072,2022-00064::L2024-00072,2024-10-08,우간다,우간다,우간다 마케레레 대학 원격교육센터 설계 및 감리용역 입찰,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,미분류,390500.0,,"$ 390,500",3270.0,GFA,AUTO_SELECTED_SINGLE_OR_TOTAL,AUTO_HIGH,L2024-00072-1/2. 입찰문서 각 1부 우간다 마케레레/Section 4 - Request for Proposal.docx,표 1 행 4,"Gross Floor Area | 3,270 ㎡ |",3270:GFA;2400:SITE_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00072&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,19,0,0,0,0,0,1,0
122,2021-2025,2023-00067,L2024-00056-2,L2024-00056,2023-00067::L2024-00056,2024-10-14,코트디부아르,코트디부아르,[긴급] 코트디부아르 펠릭스우푸에부아니대학교 ICT 고등교육 역량강화 및 디지털 교육 개선사업 설계 및 감리용역,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,리모델링·개보수,220000.0,"\ 286,000,000","$ 220,000 (환율 : 1300)",,AMBIGUOUS_OR_WORK_ITEM,NOT_APPLICABLE,MANUAL_REJECTED,L2024-00056-2/Section 4 - Request for Proposal_코트디_ver.1.2_수정.docx,표 7 행 5,2·7㎡/person 공간계획 기준이며 대상 GFA가 아님,7:WORK_ITEM_AREA;7:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA;2:WORK_ITEM_AREA,,SERVICE_OR_GOODS_CEILING,DESIGN_OR_SUPERVISION_SERVICE,NOT_APPLICABLE,,KOICA 입찰 상세페이지,집행한도금액(달러),,SCOPE_REJECTED,SERVICE_FEE_OR_MIXED,NO_MATCH,NO_MATCH,,,NO,X,X,V3_SCOPE_REVIEW,설계·감리·기타 용역 집행한도는 건축공사비가 아님,2·7㎡/person 공간계획 기준이며 대상 GFA가 아님,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00056&P_PBLANC_ODR=2,KOICA-AREA-COST-READINESS-2.0,2026-08-01,18,1,0,0,0,0,1,0
123,2021-2025,2020-00048,L2024-00062-1,L2024-00062,2020-00048::L2024-00062,2024-10-21,세네갈,세네갈,세네갈 미곡가치사슬 역량강화 2차사업 미곡종합처리장(RPC)/농기계서비스센터 건축 시공사 선정 현지입찰,공사,WORKS,농업시설,신축,1910000.0,"\ 2,483,000,000","$ 1,910,000 (환율 : 1300)",,AMBIGUOUS_AREA,UNKNOWN,LOW,L2024-00062-1/1. 현지입찰 계획서(세네갈 미곡2차 시공)_최종.hwp,문단 67,"20,000 ㎡,",20000:AMBIGUOUS_AREA;4951:AMBIGUOUS_AREA;4951:AMBIGUOUS_AREA,1910000.0,NOTICE_EXECUTION_CEILING,PROCUREMENT_CEILING_ASSUMED_WORKS,UNKNOWN,,KOICA 입찰 상세페이지,집행한도금액(달러),,METADATA_PLUS_SCOPE_REVIEW,WORKS_CEILING,MATCH,MATCH,,,NO,U,U,V2R_HUMAN_REVIEWED_EXTRACTION,유효 면적과 공사금액 결합요건 미충족,,0,,,,0,계산 금지,0,0,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00062&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,1,0,0,0,0,0,1,1
124,2021-2025,2023-00032,L2024-00066-1,L2024-00066,2023-00032::L2024-00066,2024-10-25,피지,피지,피지국립의과대학 의료인력 역량강화사업 설계 및 감리용역,용역,DESIGN_OR_SUPERVISION_SERVICE,학교·교육시설,미분류,216571.0,,"$ 216,571",1060.0,GFA,SINGLE_OR_TOTAL,MANUAL_CURATED,L2024-00066-1/Section 5 - Terms of Reference (ToR) R1.doc,문단 46,"3층, 총연면적 약 1,060㎡, 공사비 예산 약 USD 2,406,346.",1060:GFA;1060:AMBIGUOUS_AREA;386.67:AMBIGUOUS_AREA;386.67:AMBIGUOUS_AREA;286.66:AMBIGUOUS_AREA;500:SITE_AREA;16.2:WORK_ITEM_AREA;5.4:WORK_ITEM_AREA,2406346.0,DESIGN_ESTIMATE,BUILDING_WORKS_OR_CURATED_CONSTRUCTION_BUDGET,SEE_SOURCE,,L2024-00066-1/Section 5 - Terms of Reference (ToR) R1.doc,문단 46,"3층, 총연면적 약 1,060㎡, 공사비 예산 약 USD 2,406,346.",MANUAL_CURATED,SERVICE_FEE_OR_MIXED,NO_MATCH,MATCH_ATTACHMENT_CONSTRUCTION_BUDGET,2270.1377358490568,,NO,C,C,V3_CURATED_AREA_COST_RECHECK,동일/제한 범위 공사금액÷면적 스크리닝 근거,,1,A,ToR 공사비 예산,YES,0,초기 스크리닝만,0,1,https://nebid.koica.go.kr/oep/lobi/localBidManageDetail.do?P_LOAZ_BID_PBLANC_NO=L2024-00066&P_PBLANC_ODR=1,KOICA-AREA-COST-READINESS-2.0,2026-08-01,16,0,0,0,0,0,1,1
